label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
A,0.0,0.0,0.0,-0.24267350137233734,-0.10015355050563812,-0.04449320212006569,-0.43662673234939575,-0.3692300319671631,-0.05469532683491707,-0.5330170392990112,-0.6124027967453003,-0.07587131857872009,-0.57621169090271,-0.81730055809021,-0.07291591912508011,-0.33131304383277893,-0.6969152092933655,0.03602651134133339,-0.48253604769706726,-0.7894974946975708,-0.07454035431146622,-0.40803027153015137,-0.5411374568939209,-0.10929355770349503,-0.33874741196632385,-0.49195605516433716,-0.11450085043907166,-0.19611689448356628,-0.728100061416626,0.014680703170597553,-0.3382982611656189,-0.7583256363868713,-0.1019812524318695,-0.2620290219783783,-0.46766746044158936,-0.08899106085300446,-0.19305084645748138,-0.4857689440250397,-0.04748879000544548,-0.05304894223809242,-0.7285333275794983,-0.03220756724476814,-0.19175751507282257,-0.734142005443573,-0.15442919731140137,-0.1319788694381714,-0.45741674304008484,-0.08651342988014221,-0.05864599719643593,-0.475362092256546,-0.007309346459805965,0.09593265503644943,-0.7047894597053528,-0.08606340736150742,-0.03897272050380707,-0.7202007174491882,-0.14975637197494507,-0.02384212799370289,-0.5228238701820374,-0.09976649284362793,0.03813818469643593,-0.511759877204895,-0.041527677327394485
A,0.0,0.0,0.0,-0.23857057094573975,-0.08278079330921173,-0.05729307606816292,-0.4404187500476837,-0.3583049178123474,-0.07395922392606735,-0.5417516827583313,-0.6092489957809448,-0.09824716299772263,-0.5793364644050598,-0.8150884509086609,-0.09721441566944122,-0.32449740171432495,-0.6843742728233337,0.01710215024650097,-0.48544275760650635,-0.7678742408752441,-0.09539246559143066,-0.4045931398868561,-0.5179365277290344,-0.13034912943840027,-0.3326696455478668,-0.48254069685935974,-0.1370067596435547,-0.19132116436958313,-0.7152500748634338,0.0019407897489145398,-0.3420715034008026,-0.7420691251754761,-0.11738976836204529,-0.2641090750694275,-0.4474632143974304,-0.10106133669614792,-0.19498123228549957,-0.4714224636554718,-0.05739949271082878,-0.05376506224274635,-0.7147445678710938,-0.03930012509226799,-0.1946832686662674,-0.7167748808860779,-0.16350814700126648,-0.1370360255241394,-0.4325120747089386,-0.09218574315309525,-0.06429167091846466,-0.4527418315410614,-0.010883592069149017,0.08933395892381668,-0.6953673362731934,-0.08859501779079437,-0.043464526534080505,-0.6944941878318787,-0.15291856229305267,-0.02794371359050274,-0.49683207273483276,-0.10383055359125137,0.034308310598134995,-0.49439695477485657,-0.04708295688033104
A,0.0,0.0,0.0,0.20907805860042572,-0.13891471922397614,-0.05593401566147804,0.34212493896484375,-0.4931579828262329,-0.05085081234574318,0.36867719888687134,-0.7776718139648438,-0.040906455367803574,0.3175734877586365,-0.9482336044311523,-0.013859964907169342,0.19486042857170105,-0.6810683012008667,-0.023163169622421265,0.2362632155418396,-0.8512618541717529,-0.0917571410536766,0.23935498297214508,-0.614799976348877,-0.11165233701467514,0.20295114815235138,-0.5774776339530945,-0.11988484859466553,0.0594322495162487,-0.6454567313194275,-0.02504347637295723,0.09533921629190445,-0.788767397403717,-0.09943675994873047,0.1290520876646042,-0.523362398147583,-0.09904348850250244,0.09643964469432831,-0.5134803056716919,-0.08660795539617538,-0.07394248247146606,-0.586313009262085,-0.04131725803017616,-0.03852357342839241,-0.7184603810310364,-0.13556598126888275,0.0120677025988698,-0.46370190382003784,-0.09509149938821793,-0.01904897391796112,-0.4377058148384094,-0.05112644284963608,-0.21611617505550385,-0.5231760740280151,-0.060040511190891266,-0.160047709941864,-0.6197112202644348,-0.1157921552658081,-0.11308842897415161,-0.4463057816028595,-0.07724462449550629,-0.14091330766677856,-0.40533214807510376,-0.03911139816045761
A,0.0,0.0,0.0,0.21167926490306854,-0.1327567845582962,-0.06894588470458984,0.3439750075340271,-0.49362432956695557,-0.06557921320199966,0.3648916780948639,-0.7820171117782593,-0.053574007004499435,0.31298428773880005,-0.9497582912445068,-0.022036969661712646,0.19160877168178558,-0.6755606532096863,-0.02969338558614254,0.23749308288097382,-0.8346093893051147,-0.1011485829949379,0.23838159441947937,-0.5982867479324341,-0.12020982801914215,0.1993114948272705,-0.5683842897415161,-0.12778565287590027,0.05151461437344551,-0.6425948739051819,-0.02605104073882103,0.09503822773694992,-0.7817168831825256,-0.10773356258869171,0.12631994485855103,-0.5094518661499023,-0.10755332559347153,0.09059856086969376,-0.5030825734138489,-0.09255891293287277,-0.08348768949508667,-0.5857444405555725,-0.038545358926057816,-0.04349200055003166,-0.7102918028831482,-0.14235134422779083,0.006974165327847004,-0.4478084146976471,-0.10366205871105194,-0.026135701686143875,-0.4264703691005707,-0.05796433612704277,-0.22289064526557922,-0.5242061614990234,-0.05435026437044144,-0.16188786923885345,-0.6118701696395874,-0.11839942634105682,-0.115257129073143,-0.4315173625946045,-0.08344756811857224,-0.1453409641981125,-0.39491450786590576,-0.04617578163743019
A,0.0,0.0,0.0,0.2074279487133026,-0.1281464546918869,-0.06604985147714615,0.33927688002586365,-0.4806881248950958,-0.06270745396614075,0.3624531626701355,-0.766099750995636,-0.051939886063337326,0.3238048553466797,-0.9461238980293274,-0.022528691217303276,0.200058251619339,-0.682989239692688,-0.023754021152853966,0.24423687160015106,-0.8357380032539368,-0.09060010313987732,0.24296773970127106,-0.6011422872543335,-0.10858812183141708,0.20577600598335266,-0.569757342338562,-0.11627253144979477,0.062143776565790176,-0.6497920155525208,-0.02039002627134323,0.10264573991298676,-0.7784470915794373,-0.09623527526855469,0.13289977610111237,-0.5160374045372009,-0.09700045734643936,0.09938237071037292,-0.5128771662712097,-0.0846390426158905,-0.07209621369838715,-0.5892590880393982,-0.03248118981719017,-0.03615880385041237,-0.7119415998458862,-0.13068386912345886,0.013395476154983044,-0.45751944184303284,-0.09322218596935272,-0.017092488706111908,-0.4391855001449585,-0.050504785031080246,-0.21067725121974945,-0.5245919227600098,-0.047658324241638184,-0.1536136418581009,-0.6064677834510803,-0.11086300015449524,-0.1052355170249939,-0.43064597249031067,-0.07731344550848007,-0.1289518028497696,-0.39637818932533264,-0.04125548526644707
A,0.0,0.0,0.0,0.2114199995994568,-0.13459807634353638,-0.06851190328598022,0.3411177396774292,-0.4857847988605499,-0.06492965668439865,0.36306706070899963,-0.7715603709220886,-0.05432451516389847,0.3172875940799713,-0.9483293294906616,-0.0239871833473444,0.20212168991565704,-0.6814009547233582,-0.010537433438003063,0.24499452114105225,-0.837507963180542,-0.08050531893968582,0.24173928797245026,-0.6066281199455261,-0.10194792598485947,0.20538683235645294,-0.577853798866272,-0.11092383414506912,0.06502553820610046,-0.6503174304962158,-0.005231095012277365,0.10508036613464355,-0.7801833152770996,-0.08442991971969604,0.13087351620197296,-0.5192733407020569,-0.08648085594177246,0.09905710816383362,-0.5212599635124207,-0.0729275718331337,-0.06874071061611176,-0.5951846837997437,-0.017709730193018913,-0.031645018607378006,-0.7107878923416138,-0.1170121505856514,0.012359838001430035,-0.4586111307144165,-0.08053123950958252,-0.01823573186993599,-0.4446033835411072,-0.036987777799367905,-0.20695056021213531,-0.5375391244888306,-0.034153494983911514,-0.14737707376480103,-0.6177589297294617,-0.09433626383543015,-0.10564219206571579,-0.4402095377445221,-0.06121009588241577,-0.1336587369441986,-0.40751010179519653,-0.02540481835603714
A,0.0,0.0,0.0,0.21183790266513824,-0.13709914684295654,-0.0605839341878891,0.3361024856567383,-0.48911330103874207,-0.05963638052344322,0.36069080233573914,-0.7762048840522766,-0.05426153168082237,0.31050798296928406,-0.950570821762085,-0.032323550432920456,0.18534457683563232,-0.6766427159309387,-0.025540418922901154,0.23026463389396667,-0.8374045491218567,-0.09363452345132828,0.2409639209508896,-0.6134411096572876,-0.10890129953622818,0.20587709546089172,-0.5692145228385925,-0.11243622750043869,0.04958654195070267,-0.6453661322593689,-0.025629254058003426,0.09654608368873596,-0.7765334248542786,-0.10161194950342178,0.13271477818489075,-0.5190829038619995,-0.10008875280618668,0.0937974750995636,-0.5085580348968506,-0.08629406243562698,-0.08192464709281921,-0.5884930491447449,-0.04075244441628456,-0.033088747411966324,-0.7147310376167297,-0.13790647685527802,0.01870710775256157,-0.4643612205982208,-0.09731121361255646,-0.018379786983132362,-0.43479377031326294,-0.05239006131887436,-0.22025562822818756,-0.5232436656951904,-0.058732353150844574,-0.15009161829948425,-0.6241240501403809,-0.11966070532798767,-0.1015559658408165,-0.4506776034832001,-0.08316011726856232,-0.13327793776988983,-0.4031709134578705,-0.04532742500305176
A,0.0,0.0,0.0,0.21233108639717102,-0.1422700434923172,-0.06422601640224457,0.33601710200309753,-0.4895475208759308,-0.06011529639363289,0.36475276947021484,-0.7728250622749329,-0.05011887848377228,0.31852075457572937,-0.9479159712791443,-0.021076515316963196,0.19378139078617096,-0.6771085262298584,-0.014360979199409485,0.23876889050006866,-0.8406705260276794,-0.0835263580083847,0.23726209998130798,-0.6070672869682312,-0.10488817095756531,0.19811134040355682,-0.5745630860328674,-0.11409290134906769,0.05875946953892708,-0.6480028033256531,-0.011514503508806229,0.09530426561832428,-0.7869789004325867,-0.0916561409831047,0.1251850128173828,-0.5250606536865234,-0.09557199478149414,0.09384244680404663,-0.5157240033149719,-0.0830913707613945,-0.07336366921663284,-0.5924530625343323,-0.024985412135720253,-0.03696618601679802,-0.7196435332298279,-0.12211745232343674,0.011379622854292393,-0.4705701768398285,-0.0863317921757698,-0.019253792241215706,-0.45080599188804626,-0.043409813195466995,-0.2107977420091629,-0.532320499420166,-0.04206781089305878,-0.15323734283447266,-0.6198542714118958,-0.09879672527313232,-0.1088528111577034,-0.4510139226913452,-0.0647527351975441,-0.13581408560276031,-0.4168223738670349,-0.028888218104839325
A,0.0,0.0,0.0,0.20874382555484772,-0.11363682150840759,-0.06644164025783539,0.34677934646606445,-0.47306138277053833,-0.0625700131058693,0.3705217242240906,-0.7712586522102356,-0.05048176646232605,0.3201431632041931,-0.9473691582679749,-0.01881086640059948,0.20238709449768066,-0.6735696196556091,-0.03280068188905716,0.2396220713853836,-0.8437776565551758,-0.10415917634963989,0.2428165078163147,-0.6059919595718384,-0.12279128283262253,0.21074572205543518,-0.5673321485519409,-0.12941238284111023,0.060683391988277435,-0.6395044922828674,-0.0289616696536541,0.09850554168224335,-0.7821183204650879,-0.10807681083679199,0.13007481396198273,-0.5132976770401001,-0.1067921593785286,0.09589402377605438,-0.5066118836402893,-0.09266659617424011,-0.07520972192287445,-0.5831185579299927,-0.040469687432050705,-0.03887641057372093,-0.7171338796615601,-0.13650688529014587,0.011006228625774384,-0.46116089820861816,-0.09177897870540619,-0.021216562017798424,-0.4351552724838257,-0.0453365258872509,-0.2188912183046341,-0.5245452523231506,-0.055691417306661606,-0.15904501080513,-0.6205131411552429,-0.11209093034267426,-0.11132217943668365,-0.4397102892398834,-0.07138063758611679,-0.1391114443540573,-0.3969937860965729,-0.03163858503103256
A,0.0,0.0,0.0,0.20832155644893646,-0.14656426012516022,-0.06194285303354263,0.32859599590301514,-0.49295440316200256,-0.05725429579615593,0.34780022501945496,-0.7722455263137817,-0.046398475766181946,0.31100720167160034,-0.9504076242446899,-0.016728229820728302,0.19409781694412231,-0.6731024980545044,-0.015078435651957989,0.23093660175800323,-0.8288844227790833,-0.08157501369714737,0.2345491349697113,-0.5999054312705994,-0.10125559568405151,0.20173805952072144,-0.5633811950683594,-0.10885203629732132,0.057785287499427795,-0.6409637331962585,-0.01261289231479168,0.08745583146810532,-0.7740373015403748,-0.08489984273910522,0.12075269222259521,-0.5203784108161926,-0.08543119579553604,0.09212812781333923,-0.5135853290557861,-0.07280394434928894,-0.07533103227615356,-0.5829746127128601,-0.02609480358660221,-0.04354649782180786,-0.7046380043029785,-0.1186552494764328,0.006178206764161587,-0.46372318267822266,-0.08264234662055969,-0.020440449938178062,-0.4459241032600403,-0.04101479426026344,-0.21281610429286957,-0.5199368000030518,-0.04281971603631973,-0.16004087030887604,-0.6050636172294617,-0.09894480556249619,-0.11417718231678009,-0.4405132830142975,-0.06482993066310883,-0.13873988389968872,-0.40829601883888245,-0.028865806758403778
A,0.0,0.0,0.0,0.1985127478837967,-0.16357465088367462,-0.0601351298391819,0.3100970983505249,-0.5139070749282837,-0.057352952659130096,0.3343140780925751,-0.7832014560699463,-0.049237895756959915,0.29139864444732666,-0.9566017389297485,-0.02352566085755825,0.15481936931610107,-0.6855772733688354,-0.02214464172720909,0.2049744576215744,-0.837662398815155,-0.08651723712682724,0.21411892771720886,-0.612092137336731,-0.10201523452997208,0.16873501241207123,-0.5778688788414001,-0.10713619738817215,0.024900879710912704,-0.6461963653564453,-0.02255224995315075,0.06985911726951599,-0.7766519784927368,-0.09554830938577652,0.1094496101140976,-0.5213429927825928,-0.09637212753295898,0.0696210116147995,-0.5105811357498169,-0.08451218903064728,-0.1033623144030571,-0.5817179083824158,-0.03757666051387787,-0.06033243611454964,-0.707139790058136,-0.13216064870357513,-0.004906690213829279,-0.4618041515350342,-0.09628654271364212,-0.04219898208975792,-0.4352951645851135,-0.05468863248825073,-0.23768250644207,-0.510477602481842,-0.05528106167912483,-0.17572911083698273,-0.6091297268867493,-0.11355318874120712,-0.12433402240276337,-0.445730596780777,-0.07864955812692642,-0.1538691520690918,-0.4033659100532532,-0.042287420481443405
A,0.0,0.0,0.0,0.20021973550319672,-0.1480473130941391,-0.060496002435684204,0.317383348941803,-0.500430166721344,-0.05684104934334755,0.34231144189834595,-0.7785899043083191,-0.0474434569478035,0.29771098494529724,-0.9546560049057007,-0.020204059779644012,0.17396901547908783,-0.6836336255073547,-0.01830313168466091,0.2199508547782898,-0.8390034437179565,-0.08527525514364243,0.22615769505500793,-0.6089218854904175,-0.1050397977232933,0.18489989638328552,-0.5726643204689026,-0.11289890110492706,0.04115847125649452,-0.6490698456764221,-0.01846064254641533,0.07938657701015472,-0.7866662740707397,-0.0922301858663559,0.11499132961034775,-0.5251438021659851,-0.09208877384662628,0.07696761935949326,-0.5089625120162964,-0.07826454192399979,-0.0898183137178421,-0.5859902501106262,-0.03397153317928314,-0.05315190181136131,-0.7164968848228455,-0.12660759687423706,0.001957792555913329,-0.468753457069397,-0.08762862533330917,-0.032048773020505905,-0.44007933139801025,-0.043982964009046555,-0.22644951939582825,-0.5163230895996094,-0.05269557237625122,-0.17044055461883545,-0.6104723811149597,-0.10800856351852417,-0.11867723613977432,-0.44476914405822754,-0.07133162766695023,-0.14523513615131378,-0.40543991327285767,-0.03396117687225342
